RespondID,HealthierMenuOptionsRest,FreeLowCostSportsEquip,AccessTrailsParks,CounselingSupport,WellMaintainedSidewalks,HealthEducationWellnessProg,AffordableSportsRecActiv,FarmersMarkets,CommunityGardens,SmokeFreeEnviron,MentalHealthSupportProg,AdequateAfterSchoolProg,DiversityTolerantPop,AffordableHousing,HighQualJobs,ArtsCulturalEvents,CleanEnviron,TransportationOptions,LowCrimeSafeNeighborhoods,ReligiousSpiritualValues,Churches,QualEducGoodSchools,Other
11087769256,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11087711478,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,,,Smoke-Free Environment,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11087667727,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,,,,Quality Education (Good Schools),
11087465364,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11087333405,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,Smoke-Free Environment,,,,,High Quality Jobs,Arts and Cultural Events,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11087273902,,,,Counseling & Support,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11087252118,,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,,,,,,,,,,,,,,,,
11087245988,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11087240584,,,,Counseling & Support,,,,Farmers Markets,,,,,,Affordable Housing,,,,Transportation Options,,,,,
11087237315,Healthier Menu Options at Restaurants,,,Counseling & Support,,,,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11087230038,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,,Arts and Cultural Events,,,,,,,
11087229869,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,,,,,,,,High Quality Jobs,Arts and Cultural Events,Clean Environment,,,,,,
11087193234,,,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11087184864,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,Affordable dentists
11087157847,,Free or Low Cost Sports Equipment,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,,,Transportation Options,,,,,
11087103841,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11087071740,,,,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11087002104,,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,Quality Education (Good Schools),
11086998024,,,,,,,Affordable Sports and Recreation Activities,,,,,,,,,,,,,,,,
11086990023,,,,,,,,Farmers Markets,,,,,,Affordable Housing,,,,,,,,,
11086969361,,,,,,,,Farmers Markets,Community Gardens,,,,,,,,Clean Environment,Transportation Options,,,,Quality Education (Good Schools),
11086953791,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,,,,,,Low Crime/Safe Neighborhoods,,Churches,,
11086947970,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,,Arts and Cultural Events,,Transportation Options,,,,Quality Education (Good Schools),
11086944126,,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,,,,Clean Environment,,,,,,
11086939779,,,,Counseling & Support,,,,,,,,,,,,,Clean Environment,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,Churches,,
11086931248,,,Access to Trails and Parks,,,,,Farmers Markets,,,,,,,,,Clean Environment,Transportation Options,,,,Quality Education (Good Schools),
11086928645,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,,,,Clean Environment,,,,,,
11086927820,,,,,,,,,,,,,,Affordable Housing,,Arts and Cultural Events,,,,Religious and Spiritual Values,,,
11086919546,,,,,,,,,,,,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,Quality Education (Good Schools),
11086890984,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11086829136,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,Community Gardens,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11086822788,,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,,,,,,,,,
11086693060,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11086054898,,,,Counseling & Support,,,,,,Smoke-Free Environment,,,,,,,Clean Environment,,,Religious and Spiritual Values,,Quality Education (Good Schools),
11085907430,,,,,,,Affordable Sports and Recreation Activities,,Community Gardens,Smoke-Free Environment,,,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11085872334,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,,,,,High Quality Jobs,,,,,,,,
11085813255,,,,,,,,,,Smoke-Free Environment,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11085688711,,Free or Low Cost Sports Equipment,,,,,,Farmers Markets,Community Gardens,,,Adequate After-School Programs,,,,,,,,,,Quality Education (Good Schools),
11085591910,,,,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,Adequate After-School Programs,,,,Arts and Cultural Events,,,,,,,Quality doctors and a quality hospital
11085275901,Healthier Menu Options at Restaurants,,,Counseling & Support,,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11085142441,,,,,,,,,,,,,,,,,Clean Environment,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,Churches,Quality Education (Good Schools),
11085138144,,,Access to Trails and Parks,,,,,Farmers Markets,,,,,,,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11085114502,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,,High Quality Jobs,,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11085024644,,Free or Low Cost Sports Equipment,,,,,,Farmers Markets,,,,,,Affordable Housing,,Arts and Cultural Events,,,,Religious and Spiritual Values,,,
11084960321,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,,,,,,,,,Arts and Cultural Events,,Transportation Options,,,,,
11084907548,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,Access to Trails and Parks,Counseling & Support,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,Smoke-Free Environment,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11084813068,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,,,,,,,,,,
11084774440,,,,,Well-Maintained Sidewalks,,,Farmers Markets,Community Gardens,,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11084731104,,,,,Well-Maintained Sidewalks,,,,,,,,,,High Quality Jobs,,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11084726180,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,,
11084718656,,,,Counseling & Support,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11084667095,,,,,,,,,,,,,,,,,,,,,,,
11084579089,,,,Counseling & Support,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,Affordable Housing,,,,,,,,,
11084565986,,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,,,Transportation Options,,,,,
11084498922,,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11084486435,,,,,,,,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,better emergency management communication - anywhere. nothing ever!
11084480301,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,Counseling & Support,,,,,,Smoke-Free Environment,Mental Health Support Programs,Adequate After-School Programs,,,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11084422063,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,,
11084409011,,,Access to Trails and Parks,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11084361739,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,Arts and Cultural Events,,,,,,,
11084358825,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,,,,,,,,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11084306979,,,,,,,,,,,Mental Health Support Programs,,,,,,,,,,,,
11084290400,,,,,,,,,,,,,,,,,Clean Environment,,,,,,
11084269493,,,,Counseling & Support,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,,,,,Transportation Options,,Religious and Spiritual Values,,,
11084240138,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,Mental Health Support Programs,,,,,Arts and Cultural Events,,,,,,,
11084187318,,,Access to Trails and Parks,,,,,,,,,Adequate After-School Programs,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11084162103,Healthier Menu Options at Restaurants,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,Religious and Spiritual Values,,,
11084161845,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,Clean Environment,Transportation Options,,,,,
11084159241,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,,,,,Transportation Options,,,,Quality Education (Good Schools),
11084154595,,,Access to Trails and Parks,Counseling & Support,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,,,,,,
11084095189,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11084080812,,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,,,,,,,,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,,,
11084073213,Healthier Menu Options at Restaurants,,,,,,,,,,,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,,,,,,
11084066639,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11084064853,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11084041845,,,,Counseling & Support,,,,,,,,Adequate After-School Programs,,,,,,,,,,,
11084021491,,,,,,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11084008273,,,,,,,,,,,,,,,,,Clean Environment,,,,,,
11083976562,,,,,,,,Farmers Markets,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,,Arts and Cultural Events,,Transportation Options,,,,Quality Education (Good Schools),
11083882762,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11083827159,,,,,,,,,,,,,,,,,,,,,,,
11083792776,,,,,Well-Maintained Sidewalks,,,Farmers Markets,Community Gardens,,,,,,,Arts and Cultural Events,,,Low Crime/Safe Neighborhoods,,,,
11083688138,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,,,,,,,,Quality Education (Good Schools),
11083649534,,,,,,,,,,,,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11083615693,,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,Farmers Markets,,,,,,,,,Clean Environment,,,,,Quality Education (Good Schools),
11083527575,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11083503086,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,A Diversity-Tolerant Population,,High Quality Jobs,,Clean Environment,,,,,Quality Education (Good Schools),
11083422005,,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,High Quality Jobs,,,Transportation Options,,,,,
11083404331,,,,,,,,Farmers Markets,,,,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11083390826,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,,,,High Quality Jobs,,Clean Environment,,,,,Quality Education (Good Schools),
11083367979,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,Farmers Markets,,,,,,,,,,Transportation Options,,,,,
11082638498,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,
11082515629,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,A Diversity-Tolerant Population,,High Quality Jobs,,,Transportation Options,,,,,
11082457969,Healthier Menu Options at Restaurants,,,,,,,,,Smoke-Free Environment,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,,,,,,,,,
11082159603,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,Farmers Markets,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11082077947,,,,,,Health Education/Wellness Programs,,,Community Gardens,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11082031486,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11082027116,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,Adequate After-School Programs,,,,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11082018220,,,Access to Trails and Parks,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,Smoke-Free Environment,,,,,High Quality Jobs,,,,,,,,
11081778820,,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,Farmers Markets,,,,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11081746847,,,,,,,,,,,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11081708089,,,,,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11081646809,,,,,,,,,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11081640020,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11081468695,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,Quality Education (Good Schools),
11081454059,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11081429948,,,,,,,,,,,,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,Quality Education (Good Schools),
11081401000,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11081392294,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
